territory_id;R;G;B;territory_type;x;y
ter-003243;244;59;117;land;4121.18;828.37
ter-003244;39;184;63;land;1782.67;1346.55
ter-003245;53;158;39;land;3107.7;1457.54
ter-003246;151;202;184;land;5.6;1713.24
ter-003247;93;180;60;land;3197.59;1687.45
ter-003248;11;65;44;land;2438.32;151.25
ter-003249;97;137;87;land;1257.11;893.06
ter-003250;189;130;188;land;1218.18;137.34
ter-003251;238;186;146;land;5.69;458.46
ter-003252;194;48;12;land;2180.94;1300.45
ter-003253;145;80;77;land;5617.67;1318.33
ter-003254;240;39;118;land;3192.12;791.42
ter-003255;11;109;108;land;2190.75;1407.35
ter-003256;255;13;194;land;5221.0;1500.0
ter-003257;158;63;61;land;2938.75;837.58
ter-003258;114;79;39;land;6.6;1216.18
ter-003259;192;83;74;land;2793.04;427.23
ter-003260;207;71;2;land;1770.81;173.77
ter-003261;233;24;137;land;3241.9;733.29
ter-003262;89;178;69;land;4172.88;66.09
ter-003263;163;25;124;land;1360.72;422.7
ter-003264;228;227;229;land;3976.99;813.98
ter-003265;254;212;30;land;2111.65;97.79
ter-003266;54;125;215;land;2781.73;651.49
ter-003267;253;168;193;land;3687.56;172.25
ter-003268;233;183;26;land;3048.43;896.77
ter-003269;43;251;215;land;3142.64;1014.34
ter-003270;178;37;170;land;1869.85;1111.81
ter-003271;211;91;133;land;1666.72;1403.2
ter-003272;89;170;127;land;1728.83;879.52
ter-003273;156;155;53;land;3418.61;940.33
ter-003274;243;217;141;land;3007.95;508.25
ter-003275;59;23;65;land;4647.03;585.86
ter-003276;187;242;19;land;1709.09;345.09
ter-003277;22;125;234;land;1301.98;264.24
ter-003278;111;143;80;land;1208.37;851.97
ter-003279;56;252;100;land;5004.82;1518.27
ter-003280;218;61;55;land;3201.52;224.86
ter-003281;127;4;182;land;2039.49;1264.32
ter-003282;23;127;154;land;4399.41;274.81
ter-003283;225;4;35;land;3447.86;128.01
ter-003284;87;231;43;land;4619.5;1247.0
ter-003285;12;153;108;land;4723.84;1246.21
ter-003286;67;175;176;land;5598.36;197.18
ter-003287;165;150;24;land;4218.7;77.73
ter-003288;101;34;25;land;5448.61;1886.08
ter-003289;249;202;208;land;5547.17;1819.75
ter-003290;218;164;153;land;3217.44;536.0
ter-003291;107;75;117;land;1910.63;1444.03
ter-003292;125;216;254;land;5089.36;1749.63
ter-003293;230;26;61;land;3898.32;1944.36
ter-003294;190;37;38;land;1649.03;1398.86
ter-003295;134;103;181;land;1805.25;1728.42
ter-003296;152;146;247;land;5146.1;1194.6
ter-003297;146;133;152;land;1890.78;1744.12
ter-003298;118;169;134;land;3234.55;1472.13
ter-003299;56;168;10;land;1286.91;41.15
ter-003300;108;196;23;land;911.06;47.6
ter-003301;43;117;23;land;1910.33;1358.54
ter-003302;115;73;230;land;3812.99;415.16
ter-003303;130;188;79;land;4043.57;283.41
ter-003304;169;218;80;land;3343.26;426.38
ter-003305;75;187;208;land;2641.26;861.51
ter-003306;110;9;101;land;5199.26;205.89
ter-003307;239;122;32;land;879.11;376.91
ter-003308;21;58;211;land;3032.21;225.61
ter-003309;145;198;199;land;4109.62;409.21
ter-003310;21;241;204;land;3697.07;287.93
ter-003311;166;111;189;land;3157.88;299.55
ter-003312;150;12;101;land;3422.46;382.92
ter-003313;89;205;180;land;4888.73;62.48
ter-003314;88;230;213;land;2286.48;107.45
ter-003315;168;160;182;land;1826.7;155.91
ter-003316;210;218;253;land;3910.36;506.2
ter-003317;166;210;39;land;3388.66;126.91
ter-003318;150;100;223;land;4865.26;271.59
ter-003319;187;188;185;land;5624.9;421.95
ter-003320;134;56;20;land;787.16;174.93
ter-003321;122;196;87;land;4899.84;337.81
ter-003322;235;115;239;land;5.31;1553.21
ter-003323;124;121;23;land;3540.46;786.93
ter-003324;163;12;2;land;4305.2;872.36
ter-003325;140;127;197;land;1099.28;163.84
ter-003326;162;98;27;land;1337.07;708.43
ter-003327;213;190;226;land;4381.73;682.05
ter-003328;246;136;212;land;1170.52;684.29
ter-003329;204;53;224;land;3074.5;1544.79
ter-003330;236;198;219;land;3091.64;231.49
ter-003331;140;89;169;land;3836.13;719.18
ter-003332;65;44;238;land;2392.69;101.93
ter-003333;93;114;73;land;2952.77;991.01
ter-003334;63;171;109;land;224.85;151.25
ter-003335;202;170;119;land;4073.3;55.47
ter-003336;43;24;254;land;2868.83;2020.17
ter-003337;16;84;71;land;3658.41;977.27
ter-003338;145;51;248;land;6.78;553.99
ter-003339;144;249;115;land;1971.66;15.74
ter-003340;232;76;229;land;2668.38;706.26
ter-003341;64;23;36;land;1807.04;1395.43
ter-003342;200;106;74;land;2185.96;1252.86
ter-003343;237;84;177;land;4727.53;165.57
ter-003344;81;94;166;land;3315.06;408.18
ter-003345;77;111;207;land;1695.07;1322.95
ter-003346;115;250;44;land;5.61;1727.26
ter-003347;79;45;41;land;3599.0;1412.82
ter-003348;249;111;172;land;4498.71;554.01
ter-003349;79;144;183;land;1554.51;406.73
ter-003350;43;140;192;land;4509.0;1199.0
ter-003351;190;25;54;land;4643.59;92.38
ter-003352;186;242;181;land;3101.16;96.11
ter-003353;103;151;205;land;4599.65;625.95
ter-003354;180;164;155;land;1653.0;1994.5
ter-003355;238;116;189;land;4454.75;798.13
ter-003356;215;84;72;land;4318.46;357.29
ter-003357;124;42;247;land;1249.38;383.56
ter-003358;10;166;202;land;4842.88;97.2
ter-003359;105;56;249;land;3059.68;521.76
ter-003360;12;162;37;land;3072.02;1080.04
ter-003361;118;172;13;land;3753.26;442.23
ter-003362;249;162;183;land;5153.96;4.81
ter-003363;158;51;52;land;2892.44;1058.35
ter-003364;105;223;219;land;591.98;84.91
ter-003365;177;219;58;land;1151.66;550.81
ter-003366;164;16;63;land;2728.15;553.96
ter-003367;208;16;238;land;3872.46;193.88
ter-003368;189;183;150;land;2735.9;268.62
ter-003369;87;74;197;land;840.48;390.71
ter-003370;97;113;134;land;2254.38;97.8
ter-003371;214;185;132;land;5041.57;151.2
ter-003372;143;7;24;land;3610.4;336.46
ter-003373;189;74;169;land;3973.5;713.02
ter-003374;79;128;53;land;3994.57;906.06
ter-003375;138;212;225;land;3278.79;293.4
ter-003376;143;190;146;land;1304.09;117.82
ter-003377;6;1;81;land;4807.35;1666.18
ter-003378;206;200;33;land;1147.67;650.61
ter-003379;241;103;89;land;4055.47;951.15
ter-003380;45;55;188;land;4983.44;346.25
ter-003381;163;185;29;land;5624.68;627.38
ter-003382;109;253;214;land;2090.89;29.39
ter-003383;223;151;53;land;2027.85;1642.32
ter-003384;176;129;183;land;4784.91;32.09
ter-003385;241;157;21;land;3326.54;297.83
ter-003386;18;48;43;land;4389.04;661.53
ter-003387;57;75;169;land;3641.65;235.89
ter-003388;140;22;23;land;4022.93;344.64
ter-003389;48;56;63;land;3760.83;325.64
ter-003390;123;247;169;land;5401.0;1014.0
ter-003391;60;123;63;land;2330.75;554.0
ter-003392;10;182;13;land;5084.5;917.5
ter-003393;60;237;218;land;3388.34;1342.67
ter-003394;142;34;151;land;515.11;152.46
ter-003395;251;57;41;land;1184.06;105.25
ter-003396;241;28;243;land;3242.39;1111.56
ter-003397;147;170;248;land;3248.78;399.66
ter-003398;106;251;43;land;3582.63;1389.91
ter-003399;173;100;120;land;1293.82;594.19
ter-003400;250;152;142;land;4808.22;136.55
ter-003401;250;249;249;land;1055.92;444.6
ter-003402;46;231;131;land;2950.1;564.81
ter-003403;142;205;55;land;4149.54;845.0
ter-003404;38;60;13;land;3400.13;425.15
ter-003405;72;137;7;land;4940.51;379.02
ter-003406;229;26;123;land;1604.15;1301.95
ter-003407;149;31;209;land;5445.0;1363.5
ter-003408;94;222;140;land;3288.65;142.45
ter-003409;147;230;85;land;3665.16;604.48
ter-003410;104;160;155;land;3069.61;496.54
ter-003411;139;87;72;land;2839.85;809.32
ter-003412;144;104;34;land;3307.01;1613.67
ter-003413;28;57;194;land;3790.67;629.11
ter-003414;163;11;42;land;1178.56;237.27
ter-003415;1;165;171;land;4924.3;404.88
ter-003416;234;131;246;land;4004.93;615.81
ter-003417;39;230;225;land;1001.4;473.98
ter-003418;42;127;167;land;1729.63;225.49
ter-003419;189;55;178;land;3059.17;552.38
ter-003420;77;52;161;land;1044.13;193.69
ter-003421;164;78;183;land;3723.57;116.12
ter-003422;127;113;227;land;669.56;254.04
ter-003423;111;32;4;land;4636.29;761.5
ter-003424;50;246;78;land;4974.02;1443.56
ter-003425;226;175;23;land;4934.71;359.72
ter-003426;113;237;206;land;4673.21;654.81
ter-003427;230;51;25;land;4878.35;1203.25
ter-003428;193;137;150;land;2435.17;10.06
ter-003429;132;169;40;land;3239.7;201.12
ter-003430;9;237;139;land;1004.79;671.16
ter-003431;168;98;202;land;4525.78;1160.5
ter-003432;137;174;190;land;4922.48;335.85
ter-003433;98;191;69;land;4311.86;1131.14
ter-003434;20;53;44;land;5027.05;502.64
ter-003435;73;24;53;land;1788.71;488.19
ter-003436;231;74;105;land;1878.51;1288.17
ter-003437;119;46;10;land;3024.65;751.66
ter-003438;176;8;189;land;758.74;195.41
ter-003439;236;23;247;land;2967.67;785.04
ter-003440;149;117;5;land;1019.46;138.99
ter-003441;73;238;254;land;4556.0;922.0
ter-003442;225;234;104;land;1871.61;1507.83
ter-003443;134;3;211;land;3550.01;604.57
ter-003444;28;137;59;land;5088.23;1528.0
ter-003445;13;221;48;land;3964.47;760.14
ter-003446;229;139;145;land;4513.0;794.35
ter-003447;248;145;92;land;3203.36;1239.15
ter-003448;214;236;172;land;2893.99;402.06
ter-003449;130;211;218;land;3378.86;588.29
ter-003450;181;180;3;land;3737.87;824.27
ter-003451;158;74;149;land;4333.67;450.39
ter-003452;171;164;224;land;2148.94;1219.81
ter-003453;102;13;98;land;3553.04;1535.91
ter-003454;205;249;160;land;2254.64;1313.31
ter-003455;214;242;7;land;3037.58;1464.85
ter-003456;227;118;116;land;1091.99;334.2
ter-003457;154;150;173;land;2921.66;241.53
ter-003458;101;180;96;land;4410.0;1258.0
ter-003459;197;117;94;land;1340.61;346.15
ter-003460;67;15;194;land;5436.08;1447.08
ter-003461;232;253;244;land;3347.75;1542.98
ter-003462;7;200;132;land;2786.9;579.6
ter-003463;250;63;2;land;2600.33;825.15
ter-003464;227;69;67;land;2069.89;1387.3
ter-003465;15;194;201;land;3411.96;668.66
ter-003466;211;158;229;land;1262.98;1.95
ter-003467;100;248;40;land;3075.0;1187.45
ter-003468;179;248;183;land;1126.13;605.89
ter-003469;81;46;127;land;4776.12;205.96
ter-003470;229;45;237;land;2127.82;1359.61
ter-003471;108;126;140;land;1122.63;203.38
ter-003472;116;16;24;land;1264.38;718.74
ter-003473;25;84;181;land;3677.89;1501.56
ter-003474;95;27;245;land;4803.32;1520.5
ter-003475;138;30;192;land;3575.55;1065.6
ter-003476;58;32;196;land;3251.01;1478.31
ter-003477;192;97;190;land;4745.28;1431.11
ter-003478;110;103;245;land;4679.89;535.78
ter-003479;113;193;223;land;2161.13;1527.13
ter-003480;105;1;148;land;3188.21;1167.36
ter-003481;15;155;5;land;4619.28;113.57
ter-003482;78;109;128;land;3331.39;703.98
ter-003483;40;208;169;land;5014.48;185.73
ter-003484;155;30;118;land;1098.72;665.0
ter-003485;95;9;107;land;4750.51;1560.93
ter-003486;162;137;88;land;3396.35;166.18
ter-003487;195;32;54;land;1306.31;133.29
ter-003488;196;99;131;land;2910.55;353.92
ter-003489;235;15;56;land;3388.43;1140.71
ter-003490;203;46;155;land;3839.18;509.42
ter-003491;5;229;60;land;1902.72;1141.37
ter-003492;190;13;110;land;1652.5;1256.86
ter-003493;181;104;10;land;373.67;162.29
ter-003494;59;170;230;land;1120.14;73.21
ter-003495;228;63;110;land;4545.05;432.12
ter-003496;18;37;251;land;3242.88;1186.35
ter-003497;71;88;200;land;2394.39;47.07
ter-003498;207;198;225;land;3673.29;698.54
ter-003499;8;96;170;land;5217.71;1349.43
ter-003500;80;64;250;land;2028.26;1607.72
ter-003501;187;101;223;land;902.95;288.23
ter-003502;77;11;214;land;2795.57;741.83
ter-003503;99;22;179;land;3421.57;263.81
ter-003504;241;172;202;land;2237.54;2016.09
ter-003505;158;29;241;land;1524.67;788.67
ter-003506;143;86;142;land;2854.53;992.82
ter-003507;157;174;17;land;1539.98;82.89
ter-003508;129;77;23;land;3559.51;915.51
ter-003509;255;38;20;land;3368.51;301.45
ter-003510;174;254;24;land;1396.43;658.18
ter-003511;59;129;155;land;3723.41;394.02
ter-003512;190;249;105;land;3077.15;1451.5
ter-003513;149;98;217;land;1960.16;1421.27
ter-003514;114;188;66;land;2164.91;1512.13
ter-003515;244;84;50;land;1802.15;263.53
ter-003516;247;191;253;land;3906.16;528.43
ter-003517;113;154;182;land;3703.16;383.23
ter-003518;234;245;122;land;3453.26;643.73
ter-003519;131;141;122;land;4338.84;126.23
ter-003520;192;83;219;land;4.44;1932.25
ter-003521;80;122;0;land;3948.12;496.57
ter-003522;127;160;167;land;3202.46;1552.66
ter-003523;192;234;171;land;2158.67;174.62
ter-003524;181;135;241;land;4291.37;202.8
ter-003525;1;61;131;land;3337.67;1122.64
ter-003526;137;60;71;land;5038.9;1492.12
ter-003527;200;120;58;land;1700.29;1923.96
ter-003528;225;233;172;land;1340.44;56.63
ter-003529;27;134;208;land;4221.16;277.59
ter-003530;186;173;109;land;3465.37;442.94
ter-003531;129;1;240;land;5325.15;190.42
ter-003532;179;128;228;land;2997.8;485.45
ter-003533;50;245;36;land;1799.74;1339.54
ter-003534;51;119;62;land;1694.1;1769.32
ter-003535;11;225;163;land;4179.55;683.19
ter-003536;55;147;202;land;5021.68;1461.44
ter-003537;254;65;189;land;5623.99;1763.45
ter-003538;90;41;135;land;3566.9;439.04
ter-003539;248;94;13;land;5084.5;880.0
ter-003540;32;243;159;land;3293.0;1471.81
ter-003541;126;52;181;land;4655.54;33.36
ter-003542;232;99;173;land;3097.48;728.4
ter-003543;114;34;137;land;3441.23;699.22
ter-003544;24;117;168;land;1487.32;603.23
ter-003545;34;218;160;land;3414.22;641.2
ter-003546;144;7;228;land;1845.34;1594.39
ter-003547;146;66;186;land;3455.03;581.99
ter-003548;123;113;205;land;936.74;325.48
ter-003549;233;230;56;land;5046.42;375.14
ter-003550;164;208;33;land;3023.52;720.34
ter-003551;87;236;233;land;4858.06;1565.22
ter-003552;94;11;35;land;2769.77;979.26
ter-003553;143;242;23;land;4105.55;618.9
ter-003554;66;38;171;land;1459.69;448.71
ter-003555;187;117;211;land;3994.83;307.39
ter-003556;101;197;116;land;5439.2;1447.8
ter-003557;127;95;217;land;3400.96;932.5
ter-003558;103;25;215;land;3634.76;209.87
ter-003559;93;115;4;land;3261.19;1455.81
ter-003560;202;150;225;land;3676.41;443.32
ter-003561;140;171;132;land;2943.05;957.38
ter-003562;95;235;62;land;4303.22;330.85
ter-003563;163;103;73;land;3628.18;197.77
ter-003564;57;128;18;land;5224.5;1223.7
ter-003565;65;22;176;land;3415.99;560.36
ter-003566;120;235;124;land;5323.0;1020.0
ter-003567;245;152;119;land;2223.23;112.94
ter-003568;77;195;105;land;3864.66;474.5
ter-003569;122;20;91;land;4818.55;371.09
ter-003570;85;59;88;land;2827.19;821.79
ter-003571;12;240;234;land;1376.94;125.95
ter-003572;180;229;141;land;3343.4;261.68
ter-003573;111;16;110;land;3858.54;192.66
ter-003574;253;133;2;land;5017.69;551.02
ter-003575;217;222;190;land;2906.95;343.1
ter-003576;176;95;90;land;3146.92;107.49
ter-003577;41;22;145;land;3280.65;323.83
ter-003578;157;91;35;land;2073.52;1261.97
ter-003579;188;126;226;land;2843.2;749.59
ter-003580;14;84;12;land;2922.07;225.18
ter-003581;75;42;154;land;3118.15;911.36
ter-003582;48;232;232;land;1550.28;463.95
ter-003583;177;76;151;land;670.52;107.57
ter-003584;4;92;168;land;383.76;126.02
ter-003585;224;35;12;land;1847.5;337.8
ter-003586;232;50;212;land;1832.03;132.61
ter-003587;194;219;12;land;1946.76;394.62
ter-003588;30;108;56;land;4633.55;1541.4
ter-003589;30;37;237;land;4208.57;468.75
ter-003590;121;232;221;land;3207.03;1418.77
ter-003591;78;44;245;land;4012.24;367.99
ter-003592;50;171;23;land;4465.74;84.57
ter-003593;219;189;102;land;1596.5;1040.96
ter-003594;16;48;7;land;5168.46;1304.85
ter-003595;192;91;18;land;1697.75;1067.99
ter-003596;134;11;239;land;2548.98;176.94
ter-003597;26;202;23;land;350.37;127.78
ter-003598;3;180;12;land;4439.41;456.26
ter-003599;57;228;149;land;1744.66;1877.1
ter-003600;211;53;180;land;3118.4;457.18
ter-003601;91;243;170;land;971.28;412.4
ter-003602;195;175;29;land;3177.59;114.08
ter-003603;80;152;117;land;2043.8;1188.7
ter-003604;244;164;204;land;3013.78;1378.26
ter-003605;184;196;153;land;4794.28;148.99
ter-003606;243;35;45;land;5036.4;1237.75
ter-003607;108;243;227;land;4370.22;932.27
ter-003608;13;176;179;land;4884.93;656.71
ter-003609;42;185;200;land;3495.33;376.97
ter-003610;89;219;214;land;3079.22;1568.33
ter-003611;19;220;64;land;3606.33;884.11
ter-003612;47;233;85;land;4425.38;660.75
ter-003613;195;131;76;land;355.5;1513.5
ter-003614;215;127;90;land;3881.74;164.96
ter-003615;236;62;172;land;287.06;312.48
ter-003616;22;38;50;land;4444.56;1175.55
ter-003617;17;153;157;land;1321.92;924.31
ter-003618;211;165;144;land;988.75;613.06
ter-003619;58;91;33;land;1445.73;555.7
ter-003620;224;103;203;land;3120.76;1519.05
ter-003621;201;155;115;land;3217.41;1544.5
ter-003622;206;95;134;land;5117.44;1484.96
ter-003623;196;6;159;land;1920.15;1273.46
ter-003624;227;227;25;land;1686.53;339.12
ter-003625;117;150;51;land;1781.52;1613.42
ter-003626;89;42;37;land;5090.26;1845.64
ter-003627;146;153;194;land;3132.09;1694.25
ter-003628;223;4;83;land;4011.9;166.63
ter-003629;136;155;50;land;390.4;876.33
ter-003630;209;133;64;land;4385.44;538.17
ter-003631;151;87;182;land;4263.3;741.88
ter-003632;127;159;1;land;4448.74;114.59
ter-003633;61;108;141;land;3174.99;1605.32
ter-003634;112;177;254;land;1755.47;1673.83
ter-003635;166;80;104;land;4413.74;174.17
ter-003636;84;63;8;land;4737.33;960.33
ter-003637;12;96;44;land;4723.75;693.75
ter-003638;232;102;253;land;3263.68;192.39
ter-003639;8;39;71;land;2705.72;1030.32
ter-003640;36;199;245;land;2983.05;722.76
ter-003641;185;226;116;land;2802.03;759.34
ter-003642;110;60;31;land;3103.61;1350.46
ter-003643;78;57;23;land;4981.54;1524.28
ter-003644;251;76;83;land;1671.04;81.52
ter-003645;180;86;27;land;1675.91;342.57
ter-003646;129;62;159;land;2992.45;1084.21
ter-003647;47;21;45;land;182.29;147.57
ter-003648;3;222;129;land;4197.81;143.26
ter-003649;102;65;68;land;4545.3;712.81
ter-003650;36;62;253;land;1262.55;904.36
ter-003651;146;95;236;land;390.92;302.67
ter-003652;154;61;106;land;1291.84;162.86
ter-003653;185;75;185;land;5224.79;1254.25
ter-003654;233;250;253;land;3439.29;834.72
ter-003655;96;154;179;land;4440.93;824.49
ter-003656;235;45;211;land;4451.25;921.8
ter-003657;13;19;48;land;4895.6;647.72
ter-003658;84;9;145;land;5075.05;1243.45
ter-003659;170;182;80;land;2767.65;413.68
ter-003660;238;168;124;land;795.09;124.11
ter-003661;231;240;118;land;953.9;123.54
ter-003662;45;181;25;land;3014.11;1237.74
ter-003663;52;223;34;land;1774.96;1460.77
ter-003664;94;250;254;land;45.02;63.45
ter-003665;241;134;201;land;986.46;233.67
ter-003666;177;96;54;land;1118.44;164.95
ter-003667;118;71;125;land;1051.82;583.38
ter-003668;43;23;109;land;3369.75;742.89
ter-003669;197;200;92;land;4511.52;664.68
ter-003670;167;52;181;land;1980.37;1621.49
ter-003671;79;180;191;land;3683.62;507.17
ter-003672;248;242;28;land;2970.94;900.18
ter-003673;181;83;140;land;5105.89;1298.33
ter-003674;42;5;56;land;2774.33;536.61
ter-003675;164;95;225;land;4504.05;249.1
ter-003676;110;114;181;land;3470.91;535.38
ter-003677;228;187;33;land;1714.71;1435.76
ter-003678;132;17;7;land;4548.8;411.23
ter-003679;140;5;65;land;5321.31;256.66
ter-003680;135;254;15;land;4600.72;302.23
ter-003681;138;70;45;land;5169.38;1308.25
ter-003682;175;71;22;land;2984.52;999.39
ter-003683;16;200;37;land;1235.77;478.68
ter-003684;2;86;97;land;2751.24;677.08
ter-003685;253;158;153;land;4769.57;1401.72
ter-003686;77;206;212;land;3572.54;1021.41
ter-003687;191;85;234;land;4052.32;491.53
ter-003688;145;108;34;land;3433.31;1410.97
ter-003689;43;62;158;land;1480.37;68.9
ter-003690;242;189;171;land;3186.78;103.95
ter-003691;116;149;87;land;1198.4;818.7
ter-003692;85;204;251;land;1625.18;113.27
ter-003693;168;245;98;land;3490.21;1030.37
ter-003694;162;167;240;land;3554.45;951.75
ter-003695;173;60;202;land;2828.24;519.27
ter-003696;66;169;27;land;4088.87;141.69
ter-003697;206;73;50;land;5625.57;2103.44
ter-003698;204;199;23;land;2762.8;841.99
ter-003699;18;76;27;land;1798.52;1589.84
ter-003700;91;180;162;land;2863.11;784.93
ter-003701;59;20;100;land;3115.69;1691.24
ter-003702;212;148;92;land;4540.07;140.53
ter-003703;147;71;51;land;4011.4;949.12
ter-003704;57;67;93;land;1245.7;357.28
ter-003705;151;68;177;land;4.54;470.33
ter-003706;52;117;7;land;3403.02;318.96
ter-003707;93;183;77;land;5018.48;568.09
ter-003708;201;151;204;land;374.5;299.5
ter-003709;242;86;129;land;3393.23;1185.91
ter-003710;157;106;203;land;3641.75;511.26
ter-003711;148;124;234;land;94.92;160.01
ter-003712;48;41;133;land;4551.57;67.33
ter-003713;195;58;68;land;1974.24;1539.61
ter-003714;232;187;65;land;3104.03;1578.74
ter-003715;161;16;73;land;3448.04;499.33
ter-003716;251;199;62;land;4893.77;77.52
ter-003717;147;3;87;land;5.25;1313.07
ter-003718;219;210;232;land;4646.56;290.82
ter-003719;51;98;50;land;3556.2;826.65
ter-003720;62;183;196;land;4220.22;743.37
ter-003721;39;182;248;land;3402.14;605.77
ter-003722;79;186;215;land;3979.62;562.71
ter-003723;71;103;100;land;1486.22;108.08
ter-003724;212;176;147;land;78.49;134.53
ter-003725;69;51;171;land;2889.16;452.17
ter-003726;71;164;12;land;4082.37;262.13
ter-003727;42;170;66;land;3073.0;925.3
ter-003728;60;42;52;land;795.36;136.59
ter-003729;186;162;166;land;5000.49;261.27
ter-003730;210;238;202;land;675.75;191.75
ter-003731;93;102;42;land;3038.57;1299.05
ter-003732;41;195;71;land;5604.11;190.22
ter-003733;219;17;210;land;1399.66;432.79
ter-003734;48;228;226;land;1874.43;304.57
ter-003735;213;168;214;land;3765.59;576.55
ter-003736;213;131;194;land;1316.89;309.09
ter-003737;70;216;67;land;3122.51;95.67
ter-003738;84;77;93;land;3522.11;1123.38
ter-003739;68;49;162;land;5181.07;442.53
ter-003740;171;84;123;land;2949.13;409.12
ter-003741;37;206;241;land;2301.96;46.93
ter-003742;168;135;195;land;2464.32;10.8
ter-003743;91;21;217;land;1044.29;567.55
ter-003744;106;115;21;land;1169.43;81.44
ter-003745;17;105;32;land;5443.72;1861.15
ter-003746;20;51;218;land;5065.61;1592.53
ter-003747;109;147;2;land;4774.88;235.46
ter-003748;213;223;253;land;1329.58;176.04
ter-003749;101;137;92;land;3095.01;541.32
ter-003750;234;34;130;land;2717.26;733.9
ter-003751;147;125;16;land;3025.77;994.81
ter-003752;224;213;16;land;1392.25;578.51
ter-003753;154;166;176;land;5112.34;1530.14
ter-003754;74;109;120;land;3279.38;588.01
ter-003755;133;197;234;land;3386.57;372.19
ter-003756;224;56;226;land;3419.59;1245.93
ter-003757;228;254;129;land;4705.53;800.48
ter-003758;73;209;82;land;1608.9;322.44
ter-003759;67;135;60;land;5026.32;1380.23
ter-003760;58;171;227;land;4743.6;1672.48
ter-003761;30;146;71;land;5465.0;1032.0
ter-003762;51;59;84;land;1257.83;25.31
ter-003763;23;196;120;land;4215.05;428.69
ter-003764;177;59;166;land;1317.29;369.0
ter-003765;82;159;138;land;2209.91;148.07
ter-003766;199;14;138;land;2775.53;705.71
ter-003767;36;195;204;land;1265.45;629.57
ter-003768;169;78;221;land;4683.15;165.43
ter-003769;193;238;24;land;5115.26;1827.15
ter-003770;251;15;29;land;3410.18;911.49
ter-003771;212;96;8;land;5034.44;1340.88
ter-003772;126;237;127;land;881.09;17.0
ter-003773;69;56;32;land;4309.89;470.46
ter-003774;84;138;15;land;5194.88;116.65
ter-003775;21;177;97;land;1182.36;662.96
ter-003776;42;143;149;land;2788.62;805.21
ter-003777;150;230;94;land;3276.95;1253.57
ter-003778;121;194;69;land;1681.68;1849.79
ter-003779;115;129;130;land;3014.12;1418.77
ter-003780;199;99;72;land;4865.48;295.51
ter-003781;153;200;104;land;5410.5;1920.5
ter-003782;24;82;186;land;3879.59;458.12
ter-003783;38;182;183;land;5189.9;252.61
ter-003784;87;135;167;land;2980.0;1105.6
ter-003785;167;72;150;land;4369.49;1061.57
ter-003786;55;211;117;land;5174.27;1219.04
ter-003787;6;83;128;land;3117.99;819.31
ter-003788;241;129;144;land;1269.67;853.19
ter-003789;25;55;129;land;4652.66;72.34
ter-003790;168;42;113;land;1763.49;1921.72
ter-003791;111;235;207;land;1258.39;878.63
ter-003792;226;205;122;land;3029.83;1311.01
ter-003793;106;231;18;land;4286.9;920.91
ter-003794;48;231;225;land;118.62;167.41
ter-003795;5;132;240;land;1699.85;1172.07
ter-003796;68;217;56;land;4516.32;625.34
ter-003797;106;242;19;land;1561.38;1260.88
ter-003798;77;166;26;land;1343.09;288.53
ter-003799;148;102;82;land;5592.59;1468.66
ter-003800;49;172;33;land;4874.33;420.62
ter-003801;150;198;29;land;4413.91;263.01
ter-003802;34;77;36;land;4735.38;210.75
ter-003803;111;89;24;land;723.0;281.0
ter-003804;128;105;136;land;3717.66;841.25
ter-003805;240;195;215;land;1845.91;1052.94
ter-003806;62;8;127;land;5626.69;916.72
ter-003807;5;98;172;land;5461.5;997.0
ter-003808;27;38;109;land;3040.73;704.57
ter-003809;166;90;191;land;3596.71;918.07
ter-003810;29;131;52;land;1723.6;415.9
ter-003811;108;192;160;land;4146.76;44.99
ter-003812;94;75;133;land;1715.55;184.54
ter-003813;116;50;67;land;2687.28;880.32
ter-003814;195;183;125;land;3870.52;303.38
ter-003815;95;251;144;land;4637.99;112.79
ter-003816;145;45;103;land;2194.82;1272.94
ter-003817;82;66;106;land;1824.95;1145.72
ter-003818;82;167;60;land;1339.03;583.33
ter-003819;147;128;110;land;3792.5;101.07
ter-003820;203;97;56;land;1625.54;296.36
ter-003821;171;113;221;land;3306.0;1568.21
ter-003822;87;177;234;land;1738.24;1642.58
ter-003823;88;47;13;land;5147.0;1484.0
ter-003824;153;210;254;land;4861.94;486.18
ter-003825;198;233;212;land;3090.02;417.35
ter-003826;167;113;188;land;3325.7;804.16
ter-003827;249;76;2;land;2141.29;144.79
ter-003828;233;73;14;land;4302.27;494.67
ter-003829;100;159;148;land;4128.2;548.43
ter-003830;69;134;253;land;3704.23;495.66
ter-003831;216;222;94;land;3790.85;252.52
ter-003832;162;186;10;land;5572.72;114.87
ter-003833;168;123;39;land;4621.5;14.5
ter-003834;55;172;97;land;2947.11;909.53
ter-003835;104;160;231;land;4260.09;517.56
ter-003836;69;217;37;land;3849.38;240.66
ter-003837;187;244;5;land;1658.71;1417.52
ter-003838;41;131;196;land;5625.2;678.67
ter-003839;14;203;119;land;4437.11;88.47
ter-003840;87;159;189;land;6.58;1747.18
ter-003841;82;221;3;land;4487.5;965.38
ter-003842;18;57;127;land;3788.14;650.8
ter-003843;110;81;91;land;2110.39;1347.98
ter-003844;147;138;98;land;3643.61;47.51
