province_id;R;G;B;province_type;x;y
prv-007416;101;173;194;land;2875.95;862.8
prv-007417;159;97;86;land;2908.68;858.68
prv-007418;54;221;113;land;2938.6;857.09
prv-007419;87;17;104;land;2965.0;858.63
prv-007420;86;218;155;land;2996.94;859.11
prv-007421;14;33;156;land;3049.34;856.72
prv-007422;101;81;139;land;3074.58;862.63
prv-007423;26;16;213;land;3097.41;861.77
prv-007424;210;230;158;land;3153.96;867.87
prv-007425;211;135;191;land;3174.47;866.08
prv-007426;238;249;202;land;3218.26;863.18
prv-007427;137;189;211;land;3246.9;854.03
prv-007428;40;50;48;land;3269.79;863.29
prv-007429;134;106;140;land;3305.09;861.7
prv-007430;205;32;124;land;3340.59;862.38
prv-007431;255;226;134;land;3368.02;862.94
prv-007432;57;100;119;land;3389.6;858.0
prv-007433;60;76;72;land;3433.98;850.41
prv-007434;239;199;3;land;3460.48;861.39
prv-007435;112;150;118;land;3503.13;861.8
prv-007436;247;207;225;land;3537.94;862.0
prv-007437;159;121;196;land;3548.92;864.92
prv-007438;107;94;157;land;3601.53;862.58
prv-007439;13;205;92;land;3629.34;860.03
prv-007440;237;212;185;land;3662.02;856.18
prv-007441;88;87;218;land;3696.78;859.21
prv-007442;77;217;194;land;3714.04;855.01
prv-007443;148;76;82;land;3962.91;860.61
prv-007444;113;58;134;land;4000.66;858.68
prv-007445;15;94;81;land;4009.61;866.05
prv-007446;84;245;206;land;4038.18;860.81
prv-007447;51;37;198;land;4073.81;855.57
prv-007448;170;213;57;land;4123.67;860.48
prv-007449;4;224;116;land;4153.18;856.78
prv-007450;83;16;217;land;4164.76;854.5
prv-007451;198;214;30;land;4260.85;853.83
prv-007452;169;248;242;land;4266.74;858.91
prv-007453;144;126;46;land;4318.68;860.35
prv-007454;224;183;93;land;4356.13;855.11
prv-007455;22;161;134;land;4377.27;862.06
prv-007456;24;33;197;land;4406.53;868.72
prv-007457;51;56;50;land;4439.07;864.11
prv-007458;6;60;73;land;4464.93;856.29
prv-007459;229;103;198;land;4514.99;875.62
prv-007460;217;172;62;land;4531.63;854.16
prv-007461;248;210;28;land;4714.6;855.0
prv-007462;55;224;51;land;5078.33;860.33
prv-007463;221;11;233;land;5626.84;857.5
prv-007464;161;98;53;land;4.83;875.88
prv-007465;185;83;68;land;386.67;866.58
prv-007466;163;26;127;land;395.06;870.5
prv-007467;84;204;0;land;1089.5;871.5
prv-007468;113;137;6;land;1190.14;868.98
prv-007469;128;231;5;land;1212.27;868.75
prv-007470;228;216;78;land;1242.14;872.6
prv-007471;71;1;216;land;1276.69;867.48
prv-007472;253;221;185;land;1310.99;865.97
prv-007473;58;102;155;land;1402.8;874.09
prv-007474;230;68;5;land;1420.3;871.7
prv-007475;195;17;119;land;1435.34;871.34
prv-007476;36;124;212;land;1549.38;871.23
prv-007477;141;156;214;land;1571.33;865.44
prv-007478;179;192;218;land;1683.93;870.41
prv-007479;127;120;93;land;1711.53;873.34
prv-007480;119;98;77;land;1728.83;879.52
prv-007481;158;45;107;land;2563.64;870.05
prv-007482;54;157;209;land;2592.79;867.51
prv-007483;243;119;248;land;2622.76;876.8
prv-007484;57;40;211;land;2656.8;877.07
prv-007485;125;36;153;land;2672.67;865.04
prv-007486;142;216;152;land;2710.54;869.35
prv-007487;234;11;203;land;2741.13;875.42
prv-007488;35;240;191;land;2772.86;868.8
prv-007489;163;87;246;land;2823.53;870.36
prv-007490;92;118;138;land;2848.25;875.15
prv-007491;25;134;103;land;2891.29;864.86
prv-007492;185;60;155;land;2924.16;870.05
prv-007493;78;147;177;land;2943.8;875.95
prv-007494;94;237;122;land;2979.65;872.58
prv-007495;154;194;203;land;3016.66;868.72
prv-007496;138;9;38;land;3034.08;871.65
prv-007497;135;11;239;land;3076.77;876.06
prv-007498;141;119;209;land;3098.31;874.08
prv-007499;81;9;249;land;3129.61;865.77
prv-007500;173;78;204;land;3177.77;875.8
prv-007501;205;35;110;land;3201.09;869.58
prv-007502;182;32;163;land;3228.61;871.4
prv-007503;14;126;159;land;3265.29;874.97
prv-007504;153;160;141;land;3288.18;870.03
prv-007505;66;34;171;land;3324.35;871.14
prv-007506;19;232;89;land;3382.07;868.53
prv-007507;134;37;177;land;3386.2;880.27
prv-007508;36;199;30;land;3456.47;875.19
prv-007509;216;92;231;land;3486.4;868.88
prv-007510;197;192;23;land;3525.27;864.58
prv-007511;234;157;57;land;3561.03;873.99
prv-007512;120;68;144;land;3597.76;873.82
prv-007513;68;101;60;land;3623.59;871.46
prv-007514;8;191;138;land;3646.93;859.28
prv-007515;179;187;11;land;3684.57;870.39
prv-007516;199;188;161;land;3707.4;871.83
prv-007517;210;206;66;land;3968.22;874.15
prv-007518;145;98;198;land;3984.69;867.21
prv-007519;60;63;89;land;4013.28;876.53
prv-007520;132;149;238;land;4056.08;874.06
prv-007521;217;226;165;land;4078.96;872.54
prv-007522;102;88;10;land;4106.56;872.04
prv-007523;31;236;86;land;4142.12;863.75
prv-007524;10;31;123;land;4276.7;871.42
prv-007525;63;64;194;land;4305.2;872.36
prv-007526;3;36;166;land;4335.36;872.31
prv-007527;96;170;74;land;4384.44;875.04
prv-007528;184;248;132;land;4396.49;869.91
prv-007529;9;59;198;land;4453.36;871.2
prv-007530;147;251;137;land;4461.62;870.8
prv-007531;55;208;164;land;4524.82;874.73
prv-007532;102;142;58;land;4536.28;867.2
prv-007533;218;107;28;land;4714.33;876.33
prv-007534;135;235;93;land;5080.5;866.0
prv-007535;50;239;71;land;5411.5;872.0
prv-007536;159;39;111;land;5625.38;868.19
prv-007537;83;249;95;land;6.32;886.5
prv-007538;102;178;118;land;390.4;876.33
prv-007539;239;162;64;land;1027.5;886.5
prv-007540;166;12;44;land;1086.5;879.67
prv-007541;59;248;110;land;1201.5;879.4
prv-007542;38;117;66;land;1212.56;880.52
prv-007543;102;181;125;land;1258.39;878.63
prv-007544;26;66;177;land;1274.48;881.12
prv-007545;241;83;95;land;1318.21;876.1
prv-007546;192;174;111;land;1352.24;890.98
prv-007547;119;126;2;land;1380.0;891.94
prv-007548;193;114;130;land;1403.67;886.43
prv-007549;57;107;241;land;1447.29;877.84
prv-007550;107;31;163;land;1606.15;888.72
prv-007551;136;52;45;land;1647.0;885.5
prv-007552;68;162;145;land;1672.62;885.42
prv-007553;1;140;122;land;1699.37;880.18
prv-007554;170;187;19;land;1746.3;883.09
prv-007555;121;141;198;land;1776.53;887.53
prv-007556;246;107;196;land;1790.18;886.36
prv-007557;212;141;148;land;1833.0;889.41
prv-007558;233;216;70;land;2573.37;881.95
prv-007559;216;166;222;land;2599.29;886.41
prv-007560;46;190;159;land;2637.85;880.18
prv-007561;38;135;130;land;2639.35;890.92
prv-007562;173;223;202;land;2687.28;880.32
prv-007563;150;209;190;land;2730.58;885.97
prv-007564;212;172;3;land;2756.2;878.53
prv-007565;82;10;212;land;2776.68;882.28
prv-007566;68;193;74;land;2803.13;887.41
prv-007567;249;83;76;land;2853.97;886.18
prv-007568;245;110;248;land;2873.74;885.41
prv-007569;25;252;205;land;2901.68;881.41
prv-007570;251;37;66;land;2933.61;893.05
prv-007571;202;237;252;land;2986.87;889.47
prv-007572;217;214;86;land;3001.75;880.28
prv-007573;151;113;250;land;3050.2;878.85
prv-007574;76;20;36;land;3083.34;884.93
prv-007575;62;194;15;land;3108.96;876.36
prv-007576;119;228;205;land;3127.89;884.84
prv-007577;220;167;98;land;3175.95;886.58
prv-007578;18;226;211;land;3209.13;885.54
prv-007579;23;92;182;land;3245.77;878.81
prv-007580;127;191;48;land;3271.12;884.57
prv-007581;119;230;172;land;3309.11;880.78
prv-007582;222;111;118;land;3344.45;883.71
prv-007583;186;176;57;land;3365.04;882.26
prv-007584;207;47;31;land;3400.73;886.77
prv-007585;244;183;18;land;3472.79;874.29
prv-007586;161;103;252;land;3505.35;880.12
prv-007587;88;233;186;land;3530.75;882.57
prv-007588;83;25;48;land;3574.45;878.05
prv-007589;147;226;118;land;3606.33;884.11
prv-007590;135;70;98;land;3627.08;887.01
prv-007591;81;172;20;land;3667.57;881.2
prv-007592;171;157;241;land;3689.16;886.61
prv-007593;10;166;214;land;3968.44;886.12
prv-007594;44;94;236;land;3997.17;886.4
prv-007595;80;110;69;land;4029.04;879.2
prv-007596;74;252;218;land;4041.4;878.68
prv-007597;4;78;213;land;4068.16;889.19
prv-007598;126;221;237;land;4116.2;885.34
prv-007599;59;43;140;land;4130.52;875.74
prv-007600;171;17;146;land;4288.06;885.81
prv-007601;176;51;38;land;4318.64;888.14
prv-007602;111;110;160;land;4355.6;885.66
prv-007603;240;210;110;land;4369.28;880.81
prv-007604;24;0;163;land;4395.05;883.43
prv-007605;174;10;117;land;4444.5;884.41
prv-007606;49;227;209;land;4465.38;885.08
prv-007607;71;222;46;land;4520.1;879.83
prv-007608;11;143;17;land;4532.86;879.38
prv-007609;164;178;134;land;4713.67;878.67
prv-007610;115;59;30;land;4715.78;889.47
prv-007611;112;216;23;land;5084.5;880.0
prv-007612;252;87;140;land;5624.57;880.31
prv-007613;190;136;221;land;4.6;896.5
prv-007614;11;43;157;land;1229.93;889.18
prv-007615;160;109;15;land;1257.11;893.06
prv-007616;104;2;168;land;1284.4;891.89
prv-007617;120;135;197;land;1316.56;890.43
prv-007618;51;229;178;land;1363.45;897.03
prv-007619;23;161;106;land;1403.99;904.1
prv-007620;197;24;75;land;1427.88;896.55
prv-007621;109;9;51;land;1441.19;892.76
prv-007622;144;214;228;land;1508.5;901.0
prv-007623;36;200;25;land;1623.38;891.04
prv-007624;255;122;41;land;1627.0;891.93
prv-007625;91;225;97;land;1666.32;890.0
prv-007626;105;207;192;land;1704.35;892.37
prv-007627;46;131;118;land;1771.5;893.0
prv-007628;213;96;221;land;1786.42;891.58
prv-007629;112;91;67;land;1834.33;899.67
prv-007630;28;81;197;land;2571.05;896.87
prv-007631;238;74;16;land;2585.98;896.38
prv-007632;146;227;244;land;2616.32;895.99
prv-007633;254;173;76;land;2664.96;905.71
prv-007634;243;75;123;land;2687.96;894.51
prv-007635;176;252;240;land;2713.79;892.51
prv-007636;22;5;117;land;2747.97;894.58
prv-007637;194;79;87;land;2774.08;896.2
prv-007638;77;253;39;land;2820.24;895.54
prv-007639;162;226;144;land;2836.98;892.34
prv-007640;125;241;156;land;2865.85;899.08
prv-007641;108;5;39;land;2920.52;895.31
prv-007642;128;46;61;land;2956.37;889.59
prv-007643;246;86;108;land;2970.94;900.18
prv-007644;199;137;53;land;3013.24;898.12
prv-007645;224;130;209;land;3048.43;896.77
prv-007646;55;150;22;land;3072.76;898.28
prv-007647;200;79;174;land;3103.34;894.76
prv-007648;199;196;232;land;3150.54;896.37
prv-007649;236;252;150;land;3179.24;896.59
prv-007650;31;77;135;land;3196.0;894.44
prv-007651;38;133;157;land;3228.77;897.95
prv-007652;239;94;129;land;3268.67;897.46
prv-007653;184;111;60;land;3291.47;894.69
prv-007654;143;40;113;land;3323.68;893.2
prv-007655;151;177;25;land;3362.79;896.38
prv-007656;141;44;166;land;3398.21;896.88
prv-007657;67;188;101;land;3415.54;901.72
prv-007658;32;128;2;land;3481.31;893.66
prv-007659;72;51;30;land;3496.36;895.97
prv-007660;42;101;81;land;3533.74;896.3
prv-007661;182;20;207;land;3569.61;899.73
prv-007662;78;116;87;land;3588.81;892.64
prv-007663;98;125;130;land;3613.28;897.58
prv-007664;86;220;236;land;3649.85;888.33
prv-007665;64;23;39;land;3678.86;888.56
prv-007666;200;143;193;land;3952.71;869.21
prv-007667;58;8;65;land;3980.9;900.37
prv-007668;104;40;194;land;4020.38;897.37
prv-007669;151;13;89;land;4042.02;894.04
prv-007670;0;223;238;land;4078.0;895.49
prv-007671;27;181;202;land;4098.95;888.97
prv-007672;237;93;143;land;4291.67;898.1
prv-007673;254;3;149;land;4302.93;895.69
prv-007674;228;192;89;land;4334.39;893.41
prv-007675;226;165;1;land;4377.8;895.17
prv-007676;22;224;65;land;4417.99;897.7
prv-007677;237;43;190;land;4461.86;895.03
prv-007678;40;92;93;land;4472.76;892.92
prv-007679;246;103;57;land;4706.87;898.0
prv-007680;148;255;202;land;4721.24;903.28
prv-007681;35;125;8;land;5087.5;898.5
prv-007682;84;95;108;land;5626.39;893.48
prv-007683;64;39;185;land;6.33;907.34
prv-007684;242;53;227;land;174.5;911.5
prv-007685;137;49;220;land;1262.55;904.36
prv-007686;141;30;90;land;1278.64;910.95
prv-007687;84;15;101;land;1305.79;907.43
prv-007688;46;218;249;land;1342.31;904.15
prv-007689;209;180;104;land;1370.87;907.6
prv-007690;68;139;247;land;1424.2;911.92
prv-007691;199;122;157;land;1437.49;906.12
prv-007692;76;162;228;land;1838.72;903.17
prv-007693;196;66;63;land;1853.07;906.4
prv-007694;32;87;118;land;2425.25;905.88
prv-007695;27;47;127;land;2458.5;912.0
prv-007696;225;76;123;land;2566.54;909.52
prv-007697;66;132;249;land;2587.03;907.35
prv-007698;30;73;137;land;2614.06;911.25
prv-007699;15;108;64;land;2647.07;905.04
prv-007700;74;245;237;land;2681.09;906.95
prv-007701;127;57;199;land;2715.3;916.6
prv-007702;94;170;231;land;2739.63;910.31
prv-007703;239;214;6;land;2795.69;908.92
prv-007704;137;150;240;land;2827.82;908.36
prv-007705;233;195;167;land;2854.64;914.77
prv-007706;240;199;55;land;2870.13;916.71
prv-007707;176;238;21;land;2902.85;905.62
prv-007708;180;111;114;land;2947.11;909.53
prv-007709;248;228;250;land;2985.73;906.78
prv-007710;31;68;137;land;2998.58;907.13
prv-007711;184;117;167;land;3031.57;905.73
prv-007712;160;187;159;land;3087.88;912.97
prv-007713;20;115;59;land;3118.15;911.36
prv-007714;177;37;150;land;3134.67;902.77
prv-007715;0;22;172;land;3173.49;908.15
prv-007716;5;55;62;land;3208.13;910.91
prv-007717;120;200;193;land;3248.33;901.11
prv-007718;96;55;69;land;3256.97;913.81
prv-007719;94;135;96;land;3299.94;906.96
prv-007720;24;37;37;land;3328.87;906.05
prv-007721;252;52;161;land;3358.06;910.72
prv-007722;90;224;210;land;3383.28;908.37
prv-007723;250;78;158;land;3410.18;911.49
prv-007724;146;180;49;land;3472.56;899.62
prv-007725;102;136;22;land;3501.82;908.99
prv-007726;124;234;1;land;3524.12;910.19
prv-007727;10;132;234;land;3578.2;914.7
prv-007728;21;53;235;land;3593.93;905.84
prv-007729;230;13;185;land;3628.93;907.87
prv-007730;63;72;201;land;3671.08;901.22
prv-007731;87;160;246;land;3970.72;910.65
prv-007732;170;116;197;land;3994.57;906.06
prv-007733;141;168;97;land;4018.54;909.15
prv-007734;15;64;136;land;4049.24;906.68
prv-007735;71;252;49;land;4083.86;910.43
prv-007736;235;162;171;land;4097.33;902.17
prv-007737;113;28;167;land;4288.79;910.26
prv-007738;128;236;226;land;4318.61;905.76
prv-007739;81;25;236;land;4346.99;905.11
prv-007740;106;0;158;land;4375.78;912.36
prv-007741;220;106;188;land;4404.03;906.76
prv-007742;99;159;136;land;4441.11;902.04
prv-007743;214;73;34;land;4466.15;909.6
prv-007744;83;198;24;land;4489.67;913.35
prv-007745;127;25;110;land;4555.33;914.83
prv-007746;82;46;26;land;4565.25;909.0
prv-007747;23;44;79;land;4714.75;903.92
prv-007748;70;242;3;land;4716.48;910.52
prv-007749;210;18;170;land;5087.5;903.0
prv-007750;151;163;198;land;5623.22;906.84
prv-007751;5;73;83;land;5.07;921.54
prv-007752;79;76;73;land;1292.55;914.78
prv-007753;42;114;199;land;1320.54;913.67
prv-007754;176;246;134;land;1340.7;915.16
prv-007755;123;59;53;land;1379.68;919.78
prv-007756;108;67;231;land;1413.18;923.01
prv-007757;166;145;54;land;1432.95;917.84
prv-007758;52;87;223;land;1479.82;927.13
prv-007759;253;8;190;land;1518.25;924.75
prv-007760;95;5;118;land;1572.0;926.0
prv-007761;241;31;167;land;1857.48;920.34
prv-007762;235;197;183;land;1861.0;924.0
prv-007763;91;26;237;land;2436.75;915.0
prv-007764;36;143;143;land;2461.12;922.12
prv-007765;104;139;149;land;2570.4;922.7
prv-007766;130;230;218;land;2589.73;922.21
prv-007767;82;14;157;land;2609.73;920.54
prv-007768;163;110;73;land;2641.4;921.17
prv-007769;4;150;169;land;2687.77;920.01
prv-007770;226;189;219;land;2734.0;920.29
prv-007771;104;40;101;land;2758.27;920.48
prv-007772;0;70;20;land;2776.65;921.52
prv-007773;124;35;79;land;2825.01;919.98
prv-007774;196;40;57;land;2843.2;922.4
prv-007775;4;164;169;land;2886.26;911.82
prv-007776;25;86;247;land;2921.4;920.6
prv-007777;128;241;127;land;2942.1;926.04
prv-007778;150;148;81;land;2986.01;925.85
prv-007779;14;41;155;land;3003.96;923.96
prv-007780;9;108;252;land;3034.31;921.31
prv-007781;189;18;111;land;3073.0;925.3
prv-007782;21;178;252;land;3101.04;918.16
prv-007783;166;111;144;land;3150.28;918.98
prv-007784;39;51;124;land;3176.95;923.46
prv-007785;214;36;117;land;3189.81;919.24
prv-007786;58;243;233;land;3245.77;919.21
prv-007787;127;234;13;land;3270.36;920.76
prv-007788;229;223;142;land;3299.67;919.3
prv-007789;50;177;186;land;3342.73;918.63
prv-007790;152;15;39;land;3371.38;921.86
prv-007791;28;78;65;land;3384.89;926.51
prv-007792;236;179;171;land;3421.37;924.43
prv-007793;143;123;90;land;3482.88;920.57
prv-007794;58;121;38;land;3502.65;923.28
prv-007795;66;78;191;land;3543.62;919.31
prv-007796;249;200;158;land;3559.51;915.51
prv-007797;128;50;185;land;3596.71;918.07
prv-007798;224;170;171;land;3623.76;922.51
prv-007799;134;71;71;land;3960.88;916.47
prv-007800;99;99;32;land;3997.04;918.67
prv-007801;59;185;73;land;4021.68;919.19
prv-007802;209;200;2;land;4047.98;921.0
prv-007803;68;153;200;land;4068.9;914.85
prv-007804;43;235;28;land;4286.9;920.91
prv-007805;103;74;177;land;4304.64;915.5
prv-007806;106;0;145;land;4351.42;922.76
prv-007807;59;110;20;land;4391.1;918.89
prv-007808;93;240;114;land;4413.67;919.66
prv-007809;147;77;47;land;4451.25;921.8
prv-007810;220;155;177;land;4479.8;918.31
prv-007811;125;113;18;land;4499.33;923.32
prv-007812;139;71;6;land;4556.0;922.0
prv-007813;122;111;2;land;4557.0;922.0
prv-007814;30;99;20;land;4684.94;921.75
prv-007815;47;249;75;land;4702.2;929.01
prv-007816;97;12;127;land;4713.3;916.89
prv-007817;33;77;64;land;5084.5;917.5
prv-007818;252;3;17;land;5626.69;916.72
prv-007819;148;225;70;land;5.2;936.56
prv-007820;9;175;251;land;1321.92;924.31
prv-007821;222;188;55;land;1360.74;922.7
prv-007822;71;251;190;land;1387.38;930.28
prv-007823;18;23;203;land;1430.88;938.55
prv-007824;72;194;202;land;1456.09;930.48
prv-007825;246;111;216;land;1476.57;938.89
prv-007826;88;194;5;land;1496.39;935.99
prv-007827;52;192;144;land;1528.4;936.1
prv-007828;252;21;107;land;1824.0;928.0
prv-007829;61;118;158;land;1859.64;932.04
prv-007830;10;235;119;land;2436.3;939.9
prv-007831;81;155;34;land;2454.67;935.83
prv-007832;47;3;48;land;2560.39;935.74
prv-007833;161;189;190;land;2595.91;934.54
prv-007834;153;67;161;land;2622.72;931.37
prv-007835;8;255;245;land;2662.22;939.21
prv-007836;103;133;248;land;2676.19;938.07
prv-007837;24;223;248;land;2722.22;934.53
prv-007838;38;183;186;land;2743.7;937.74
prv-007839;222;173;119;land;2792.45;934.03
prv-007840;204;120;196;land;2817.77;930.08
prv-007841;118;200;64;land;2845.92;938.41
prv-007842;72;154;118;land;2878.9;936.91
prv-007843;191;19;240;land;2898.32;928.07
prv-007844;83;207;236;land;2958.34;938.88
prv-007845;163;59;171;land;2969.51;931.3
prv-007846;119;133;60;land;3018.82;935.05
prv-007847;10;102;199;land;3043.36;936.68
prv-007848;210;101;93;land;3059.62;925.65
prv-007849;197;195;185;land;3100.08;937.9
prv-007850;233;143;155;land;3132.0;934.15
prv-007851;66;80;74;land;3189.72;930.62
prv-007852;124;231;26;land;3210.29;934.03
prv-007853;52;118;130;land;3231.57;926.02
prv-007854;76;21;30;land;3256.07;940.27
prv-007855;22;35;225;land;3304.18;935.75
prv-007856;225;183;239;land;3329.91;929.99
prv-007857;158;117;191;land;3364.93;937.33
prv-007858;204;233;254;land;3400.96;932.5
prv-007859;75;202;218;land;3433.37;938.44
prv-007860;231;240;58;land;3476.5;927.5
prv-007861;106;124;41;land;3499.32;938.44
prv-007862;44;145;198;land;3531.06;930.54
prv-007863;80;189;31;land;3562.65;929.91
prv-007864;76;84;98;land;3598.67;932.8
prv-007865;115;23;150;land;3613.02;926.27
prv-007866;203;84;91;land;3966.15;928.85
prv-007867;137;121;193;land;3990.04;935.59
prv-007868;10;193;86;land;4019.61;934.0
prv-007869;89;88;92;land;4053.53;932.62
prv-007870;42;44;30;land;4076.38;926.62
prv-007871;79;199;66;land;4294.76;926.12
prv-007872;193;71;47;land;4301.5;927.33
prv-007873;164;186;251;land;4360.82;938.85
prv-007874;40;197;76;land;4370.22;932.27
prv-007875;3;32;161;land;4421.43;940.22
prv-007876;41;110;101;land;4432.59;928.1
prv-007877;2;214;185;land;4486.71;934.84
prv-007878;114;239;163;land;4506.28;935.33
prv-007879;162;13;216;land;4548.0;926.5
prv-007880;27;125;142;land;4650.0;936.0
prv-007881;239;34;59;land;4687.03;929.77
prv-007882;194;118;211;land;4690.04;935.63
prv-007883;36;224;158;land;5084.93;937.0
prv-007884;229;119;222;land;5625.43;931.0
prv-007885;191;21;17;land;6.82;949.17
prv-007886;251;62;188;land;1382.68;942.65
prv-007887;183;183;241;land;1409.66;939.01
prv-007888;165;204;142;land;1453.62;942.97
prv-007889;11;208;163;land;1492.88;946.92
prv-007890;150;149;101;land;1512.65;944.07
prv-007891;161;247;71;land;1865.56;944.41
prv-007892;11;130;137;land;2430.5;941.0
prv-007893;28;188;150;land;2449.3;938.4
prv-007894;16;86;214;land;2566.18;945.43
prv-007895;171;167;138;land;2599.04;947.78
prv-007896;241;212;142;land;2634.07;947.41
prv-007897;255;139;104;land;2648.9;943.73
prv-007898;22;239;75;land;2682.21;951.75
prv-007899;111;223;248;land;2729.46;951.29
prv-007900;132;89;108;land;2764.69;943.96
prv-007901;80;120;159;land;2798.24;948.68
prv-007902;65;103;53;land;2812.99;947.26
prv-007903;133;53;186;land;2854.23;948.69
prv-007904;36;21;166;land;2868.69;950.14
prv-007905;193;178;89;land;2910.39;941.32
prv-007906;234;231;112;land;2944.74;944.3
prv-007907;161;123;220;land;2989.41;948.68
prv-007908;60;144;30;land;3007.87;948.5
prv-007909;16;4;201;land;3051.4;948.02
prv-007910;83;60;170;land;3083.12;944.29
prv-007911;178;39;189;land;3119.81;940.29
prv-007912;174;174;210;land;3152.76;940.02
prv-007913;6;193;118;land;3181.12;945.67
prv-007914;33;113;179;land;3199.36;948.33
prv-007915;189;107;41;land;3227.59;943.17
prv-007916;3;6;124;land;3281.85;941.5
prv-007917;91;34;39;land;3296.8;950.91
prv-007918;183;143;125;land;3335.05;946.93
prv-007919;103;159;168;land;3380.99;947.34
prv-007920;61;51;1;land;3418.61;940.33
prv-007921;193;163;154;land;3430.08;950.83
prv-007922;239;59;136;land;3454.29;947.95
prv-007923;134;156;22;land;3507.61;948.17
prv-007924;128;124;18;land;3522.71;945.45
prv-007925;74;241;137;land;3567.58;942.46
prv-007926;161;61;162;land;3582.74;937.09
prv-007927;231;247;66;land;3970.91;938.59
prv-007928;183;42;216;land;3980.28;959.73
prv-007929;88;174;192;land;4011.4;949.12
prv-007930;98;95;198;land;4055.47;951.15
prv-007931;231;98;93;land;4275.33;940.33
prv-007932;171;116;72;land;4340.56;930.54
prv-007933;132;248;21;land;4383.1;943.04
prv-007934;170;70;95;land;4405.95;942.59
prv-007935;47;167;204;land;4451.21;938.88
prv-007936;156;26;189;land;4473.13;943.31
prv-007937;100;104;183;land;4506.95;949.4
prv-007938;60;6;86;land;4687.9;941.45
prv-007939;205;33;78;land;4692.41;942.66
prv-007940;247;90;67;land;4725.23;949.92
prv-007941;232;151;145;land;5076.67;951.67
prv-007942;58;62;237;land;5078.5;951.5
prv-007943;36;24;138;land;5448.0;944.5
prv-007944;168;149;106;land;5625.96;943.7
prv-007945;220;156;151;land;4.12;959.95
prv-007946;236;30;108;land;1396.89;947.82
prv-007947;204;219;196;land;1434.12;960.48
prv-007948;244;32;104;land;1446.09;954.6
prv-007949;128;79;173;land;1485.89;956.8
prv-007950;172;113;55;land;1504.97;951.44
prv-007951;81;133;201;land;1568.0;961.0
prv-007952;11;180;180;land;1865.68;955.95
prv-007953;155;186;40;land;2572.1;954.56
prv-007954;200;233;116;land;2585.74;961.33
prv-007955;23;19;47;land;2622.29;962.33
prv-007956;254;217;147;land;2652.93;958.55
prv-007957;65;231;24;land;2695.87;949.92
prv-007958;180;197;44;land;2707.96;960.87
prv-007959;237;215;9;land;2759.56;954.1
prv-007960;178;124;217;land;2783.04;960.86
prv-007961;230;247;230;land;2811.04;961.12
prv-007962;239;115;112;land;2836.48;955.39
prv-007963;9;89;196;land;2887.4;952.47
prv-007964;42;120;246;land;2921.17;952.24
prv-007965;32;122;131;land;2943.05;957.38
prv-007966;7;188;255;land;2976.45;953.27
prv-007967;141;120;217;land;3017.45;957.17
prv-007968;16;157;132;land;3047.5;958.25
prv-007969;125;60;202;land;3079.28;958.14
prv-007970;153;249;59;land;3111.23;959.16
prv-007971;86;91;86;land;3146.29;957.73
prv-007972;147;233;177;land;3180.24;956.49
prv-007973;217;202;47;land;3213.57;957.34
prv-007974;213;78;164;land;3234.73;958.05
prv-007975;149;237;132;land;3268.08;958.88
prv-007976;175;83;69;land;3313.45;956.01
prv-007977;97;217;53;land;3338.28;963.63
prv-007978;251;240;40;land;3359.43;957.9
prv-007979;190;13;200;land;3401.33;955.73
prv-007980;67;143;116;land;3424.62;961.42
prv-007981;48;147;250;land;3473.68;965.74
prv-007982;97;243;61;land;3487.99;952.68
prv-007983;159;174;109;land;3539.62;950.97
prv-007984;27;126;209;land;3554.45;951.75
prv-007985;56;202;68;land;3990.25;956.2
prv-007986;152;240;90;land;4008.35;959.85
prv-007987;193;48;6;land;4038.39;950.88
prv-007988;175;31;30;land;4263.76;963.96
prv-007989;103;0;156;land;4264.67;959.33
prv-007990;104;199;166;land;4351.58;971.87
prv-007991;122;79;223;land;4359.07;954.6
prv-007992;19;155;150;land;4397.48;962.64
prv-007993;120;236;111;land;4434.49;956.86
prv-007994;225;145;153;land;4478.09;954.96
prv-007995;85;65;9;land;4510.58;961.51
prv-007996;103;9;114;land;4688.26;957.84
prv-007997;87;207;170;land;4700.91;952.39
prv-007998;101;96;242;land;4737.33;960.33
prv-007999;253;19;11;land;4752.5;960.0
prv-008000;30;62;88;land;5071.53;961.82
prv-008001;71;142;242;land;5078.0;953.0
prv-008002;1;0;112;land;5625.34;956.59
prv-008003;38;180;238;land;6.3;971.05
prv-008004;101;79;243;land;1418.65;956.3
prv-008005;98;238;227;land;1466.19;962.96
prv-008006;200;4;62;land;1467.97;977.16
prv-008007;166;75;128;land;1503.71;974.64
prv-008008;234;14;102;land;1548.0;964.5
prv-008009;210;191;248;land;1862.14;967.67
prv-008010;139;233;156;land;1887.65;966.95
prv-008011;204;227;220;land;2565.17;964.83
prv-008012;83;4;250;land;2583.16;967.53
prv-008013;204;119;188;land;2609.94;967.5
prv-008014;37;245;63;land;2649.72;970.2
prv-008015;99;16;104;land;2672.29;964.42
prv-008016;47;238;181;land;2730.71;967.42
prv-008017;158;171;129;land;2752.64;960.73
prv-008018;205;8;249;land;2795.21;973.54
prv-008019;184;32;26;land;2815.17;972.39
prv-008020;64;173;153;land;2852.95;968.34
prv-008021;33;37;103;land;2867.06;968.37
prv-008022;251;56;122;land;2926.89;963.63
prv-008023;43;178;64;land;2944.92;974.26
