region_type,region_id,parent_id,color,local_x,local_y,global_x,global_y,bbox_local,bbox,density_multiplier
land,ter-000400-prv-000001,ter-000400,#24956f,54.86,30.2,4694.86,671.2,"[25, 0, 86, 56]","[4665, 641, 4726, 697]",1.0
land,ter-000400-prv-000002,ter-000400,#9319a9,41.79,95.73,4681.79,736.73,"[14, 73, 65, 122]","[4654, 714, 4705, 763]",1.0
land,ter-000400-prv-000003,ter-000400,#95ba45,64.23,72.56,4704.23,713.56,"[44, 52, 87, 100]","[4684, 693, 4727, 741]",1.0
land,ter-000400-prv-000004,ter-000400,#fbdab1,23.96,62.59,4663.96,703.59,"[0, 31, 48, 89]","[4640, 672, 4688, 730]",1.0
land,ter-000401-prv-000001,ter-000401,#3ff711,42.3,46.21,4526.3,621.21,"[28, 20, 65, 77]","[4512, 595, 4549, 652]",1.0
land,ter-000401-prv-000002,ter-000401,#f86787,18.34,49.23,4502.34,624.23,"[0, 27, 32, 73]","[4484, 602, 4516, 648]",1.0
land,ter-000401-prv-000003,ter-000401,#7d278a,99.52,27.25,4583.52,602.25,"[78, 0, 122, 50]","[4562, 575, 4606, 625]",1.0
land,ter-000401-prv-000004,ter-000401,#13c03a,92.71,61.5,4576.71,636.5,"[76, 44, 114, 83]","[4560, 619, 4598, 658]",1.0
land,ter-000401-prv-000005,ter-000401,#a64b4b,63.91,67.99,4547.91,642.99,"[39, 44, 82, 90]","[4523, 619, 4566, 665]",1.0
land,ter-000401-prv-000006,ter-000401,#1e1ba0,66.78,21.64,4550.78,596.64,"[39, 3, 89, 44]","[4523, 578, 4573, 619]",1.0
land,ter-000402-prv-000001,ter-000402,#7eaa81,96.44,52.17,4666.44,766.17,"[71, 29, 119, 76]","[4641, 743, 4689, 790]",1.0
land,ter-000402-prv-000002,ter-000402,#ad2f22,33.09,89.2,4603.09,803.2,"[9, 62, 61, 115]","[4579, 776, 4631, 829]",1.0
land,ter-000402-prv-000003,ter-000402,#05745f,19.71,56.19,4589.71,770.19,"[0, 29, 47, 83]","[4570, 743, 4617, 797]",1.0
land,ter-000402-prv-000004,ter-000402,#cb898e,46.33,32.89,4616.33,746.89,"[20, 1, 70, 62]","[4590, 715, 4640, 776]",1.0
land,ter-000402-prv-000005,ter-000402,#376447,69.46,74.09,4639.46,788.09,"[48, 49, 96, 102]","[4618, 763, 4666, 816]",1.0
land,ter-000402-prv-000006,ter-000402,#058d8a,73.4,23.41,4643.4,737.41,"[53, 0, 98, 49]","[4623, 714, 4668, 763]",1.0
land,ter-000403-prv-000001,ter-000403,#bfc33d,85.75,59.26,4540.75,798.26,"[55, 42, 116, 81]","[4510, 781, 4571, 820]",1.0
land,ter-000403-prv-000002,ter-000403,#c758ef,52.93,33.98,4507.93,772.98,"[34, 2, 71, 69]","[4489, 741, 4526, 808]",1.0
land,ter-000403-prv-000003,ter-000403,#e610d5,88.61,24.53,4543.61,763.53,"[63, 0, 119, 45]","[4518, 739, 4574, 784]",1.0
land,ter-000403-prv-000004,ter-000403,#1f8496,23.73,63.3,4478.73,802.3,"[0, 41, 50, 93]","[4455, 780, 4505, 832]",1.0
land,ter-000403-prv-000005,ter-000403,#dec1be,46.0,74.0,4501.0,813.0,"[46, 74, 47, 75]","[4501, 813, 4502, 814]",1.0
land,ter-000403-prv-000006,ter-000403,#1e977c,112.52,73.58,4567.52,812.58,"[95, 41, 130, 98]","[4550, 780, 4585, 837]",1.0
land,ter-000403-prv-000007,ter-000403,#99d959,70.4,87.94,4525.4,826.94,"[38, 67, 102, 117]","[4493, 806, 4557, 856]",1.0
land,ter-000403-prv-000008,ter-000403,#7c9de7,26.39,25.44,4481.39,764.44,"[7, 5, 42, 49]","[4462, 744, 4497, 788]",1.0
land,ter-000404-prv-000001,ter-000404,#44b92b,58.96,47.2,4525.96,678.2,"[36, 22, 79, 67]","[4503, 653, 4546, 698]",1.0
land,ter-000404-prv-000002,ter-000404,#722e27,33.85,27.32,4500.85,658.32,"[17, 0, 58, 57]","[4484, 631, 4525, 688]",1.0
land,ter-000404-prv-000003,ter-000404,#12ae0f,31.39,78.65,4498.39,709.65,"[8, 56, 49, 108]","[4475, 687, 4516, 739]",1.0
land,ter-000404-prv-000004,ter-000404,#7a82db,56.54,87.36,4523.54,718.36,"[42, 67, 73, 112]","[4509, 698, 4540, 743]",1.0
land,ter-000404-prv-000005,ter-000404,#5cbb07,17.8,102.13,4484.8,733.13,"[0, 80, 44, 117]","[4467, 711, 4511, 748]",1.0
land,ter-000405-prv-000001,ter-000405,#2b704d,99.71,30.55,4698.71,596.55,"[74, 14, 137, 52]","[4673, 580, 4736, 618]",1.0
land,ter-000405-prv-000002,ter-000405,#b09fa7,52.94,21.49,4651.94,587.49,"[26, 0, 81, 48]","[4625, 566, 4680, 614]",1.0
land,ter-000405-prv-000003,ter-000405,#931e99,21.87,36.04,4620.87,602.04,"[0, 6, 46, 63]","[4599, 572, 4645, 629]",1.0
land,ter-000405-prv-000004,ter-000405,#6118db,68.74,59.0,4667.74,625.0,"[38, 36, 102, 80]","[4637, 602, 4701, 646]",1.0
land,ter-000406-prv-000001,ter-000406,#050229,17.49,11.88,3164.49,584.88,"[0, 0, 35, 28]","[3147, 573, 3182, 601]",2.2283464566929134
land,ter-000407-prv-000001,ter-000407,#3098ba,27.11,9.54,3037.11,584.54,"[0, 0, 49, 24]","[3010, 575, 3059, 599]",2.2283464566929134
land,ter-000408-prv-000001,ter-000408,#8e098d,14.78,4.8,3967.78,591.8,"[0, 0, 31, 10]","[3953, 587, 3984, 597]",0.895703125
land,ter-000409-prv-000001,ter-000409,#34defa,31.98,23.9,2965.98,612.9,"[11, 0, 56, 48]","[2945, 589, 2990, 637]",1.0
land,ter-000409-prv-000002,ter-000409,#7fcd68,40.87,79.63,2974.87,668.63,"[23, 56, 63, 111]","[2957, 645, 2997, 700]",1.0
land,ter-000409-prv-000003,ter-000409,#6e9e08,20.09,57.98,2954.09,646.98,"[0, 40, 42, 81]","[2934, 629, 2976, 670]",1.0
land,ter-000410-prv-000001,ter-000410,#a63c28,62.77,68.57,3485.77,657.57,"[45, 45, 90, 97]","[3468, 634, 3513, 686]",1.0
land,ter-000410-prv-000002,ter-000410,#d1319f,26.35,69.28,3449.35,658.28,"[0, 47, 49, 96]","[3423, 636, 3472, 685]",1.0
land,ter-000410-prv-000003,ter-000410,#35dd92,50.73,34.28,3473.73,623.28,"[31, 8, 72, 56]","[3454, 597, 3495, 645]",1.0
land,ter-000410-prv-000004,ter-000410,#f8ed86,75.11,15.14,3498.11,604.14,"[52, 0, 102, 38]","[3475, 589, 3525, 627]",1.0
land,ter-000410-prv-000005,ter-000410,#5a4297,92.8,39.86,3515.8,628.86,"[71, 17, 116, 66]","[3494, 606, 3539, 655]",1.0
land,ter-000411-prv-000001,ter-000411,#04e9ae,31.61,47.38,3505.61,688.38,"[0, 19, 55, 76]","[3474, 660, 3529, 717]",1.0
land,ter-000411-prv-000002,ter-000411,#353f7f,58.72,24.86,3532.72,665.86,"[35, 0, 89, 46]","[3509, 641, 3563, 687]",1.0
land,ter-000411-prv-000003,ter-000411,#9a5539,70.91,56.56,3544.91,697.56,"[46, 33, 100, 78]","[3520, 674, 3574, 719]",1.0
land,ter-000412-prv-000001,ter-000412,#3942a5,44.37,25.94,3420.37,615.94,"[27, 6, 59, 51]","[3403, 596, 3435, 641]",1.0
land,ter-000412-prv-000002,ter-000412,#21bc5e,16.23,27.04,3392.23,617.04,"[0, 8, 30, 46]","[3376, 598, 3406, 636]",1.0
land,ter-000412-prv-000003,ter-000412,#e23a4a,25.7,57.06,3401.7,647.06,"[0, 38, 61, 78]","[3376, 628, 3437, 668]",1.0
land,ter-000412-prv-000004,ter-000412,#3d5da0,73.83,24.08,3449.83,614.08,"[59, 0, 104, 54]","[3435, 590, 3480, 644]",1.0
land,ter-000413-prv-000001,ter-000413,#a0a63e,81.85,51.76,3943.85,704.76,"[56, 25, 115, 84]","[3918, 678, 3977, 737]",1.0
land,ter-000413-prv-000002,ter-000413,#639254,44.46,77.64,3906.46,730.64,"[21, 59, 73, 115]","[3883, 712, 3935, 768]",1.0
land,ter-000413-prv-000003,ter-000413,#68b836,39.17,44.17,3901.17,697.17,"[24, 22, 60, 63]","[3886, 675, 3922, 716]",1.0
land,ter-000413-prv-000004,ter-000413,#70567f,16.04,41.82,3878.04,694.82,"[0, 23, 27, 67]","[3862, 676, 3889, 720]",1.0
land,ter-000413-prv-000005,ter-000413,#7848ac,59.65,20.96,3921.65,673.96,"[38, 0, 92, 44]","[3900, 653, 3954, 697]",1.0
land,ter-000414-prv-000001,ter-000414,#fae069,79.86,34.87,3851.86,719.87,"[53, 0, 110, 61]","[3825, 685, 3882, 746]",1.0
land,ter-000414-prv-000002,ter-000414,#97a05e,32.04,40.02,3804.04,725.02,"[0, 23, 53, 63]","[3772, 708, 3825, 748]",1.0
land,ter-000414-prv-000003,ter-000414,#d28b2e,29.27,80.78,3801.27,765.78,"[9, 61, 47, 96]","[3781, 746, 3819, 781]",1.0
land,ter-000414-prv-000004,ter-000414,#5fb275,63.35,72.87,3835.35,757.87,"[42, 51, 86, 93]","[3814, 736, 3858, 778]",1.0
land,ter-000414-prv-000005,ter-000414,#81e2c8,106.12,97.6,3878.12,782.6,"[85, 84, 123, 116]","[3857, 769, 3895, 801]",1.0
land,ter-000414-prv-000006,ter-000414,#257279,105.16,64.62,3877.16,749.62,"[83, 35, 131, 85]","[3855, 720, 3903, 770]",1.0
land,ter-000414-prv-000007,ter-000414,#7566e2,135.78,93.74,3907.78,778.74,"[120, 72, 157, 110]","[3892, 757, 3929, 795]",1.0
land,ter-000415-prv-000001,ter-000415,#957a71,60.66,80.65,3971.66,671.65,"[39, 54, 85, 102]","[3950, 645, 3996, 693]",1.0
land,ter-000415-prv-000002,ter-000415,#f66b3d,33.54,60.01,3944.54,651.01,"[0, 45, 66, 84]","[3911, 636, 3977, 675]",1.0
land,ter-000415-prv-000003,ter-000415,#636515,37.59,27.34,3948.59,618.34,"[17, 4, 58, 45]","[3928, 595, 3969, 636]",1.0
land,ter-000415-prv-000004,ter-000415,#7d6d14,65.94,20.06,3976.94,611.06,"[47, 0, 86, 48]","[3958, 591, 3997, 639]",1.0
land,ter-000415-prv-000005,ter-000415,#3dfa95,92.13,27.36,4003.13,618.36,"[76, 7, 112, 43]","[3987, 598, 4023, 634]",1.0
land,ter-000416-prv-000001,ter-000416,#fcde26,85.43,64.91,2744.43,675.91,"[69, 42, 112, 90]","[2728, 653, 2771, 701]",1.0
land,ter-000416-prv-000002,ter-000416,#2c4293,53.17,63.09,2712.17,674.09,"[34, 41, 69, 80]","[2693, 652, 2728, 691]",1.0
land,ter-000416-prv-000003,ter-000416,#554169,18.36,90.73,2677.36,701.73,"[0, 66, 36, 123]","[2659, 677, 2695, 734]",1.0
land,ter-000416-prv-000004,ter-000416,#5c3360,71.32,26.51,2730.32,637.51,"[46, 0, 95, 50]","[2705, 611, 2754, 661]",1.0
land,ter-000416-prv-000005,ter-000416,#1b643f,29.62,53.38,2688.62,664.38,"[6, 33, 51, 74]","[2665, 644, 2710, 685]",1.0
land,ter-000416-prv-000006,ter-000416,#fcc1d3,112.25,35.57,2771.25,646.57,"[89, 9, 140, 63]","[2748, 620, 2799, 674]",1.0
land,ter-000416-prv-000007,ter-000416,#c4f2b8,54.51,89.22,2713.51,700.22,"[36, 77, 80, 103]","[2695, 688, 2739, 714]",1.0
land,ter-000417-prv-000001,ter-000417,#f98fd7,70.72,42.12,2621.72,752.12,"[50, 22, 91, 68]","[2601, 732, 2642, 778]",1.0
land,ter-000417-prv-000002,ter-000417,#27142f,105.89,24.74,2656.89,734.74,"[81, 0, 129, 43]","[2632, 710, 2680, 753]",1.0
land,ter-000417-prv-000003,ter-000417,#b3fb6a,24.18,107.71,2575.18,817.71,"[0, 80, 47, 129]","[2551, 790, 2598, 839]",1.0
land,ter-000417-prv-000004,ter-000417,#68ff88,49.05,70.0,2600.05,780.0,"[28, 47, 73, 93]","[2579, 757, 2624, 803]",1.0
land,ter-000418-prv-000001,ter-000418,#7deae7,11.12,3.18,3208.12,622.18,"[0, 0, 23, 8]","[3197, 619, 3220, 627]",1.7511811023622048
land,ter-000419-prv-000001,ter-000419,#0af8d5,76.46,42.03,2815.46,708.03,"[55, 16, 95, 73]","[2794, 682, 2834, 739]",1.0
land,ter-000419-prv-000002,ter-000419,#ef4d98,48.57,65.45,2787.57,731.45,"[19, 41, 80, 85]","[2758, 707, 2819, 751]",1.0
land,ter-000419-prv-000003,ter-000419,#5e6498,22.99,41.47,2761.99,707.47,"[0, 11, 48, 74]","[2739, 677, 2787, 740]",1.0
land,ter-000419-prv-000004,ter-000419,#9b1d66,51.43,19.25,2790.43,685.25,"[27, 0, 77, 43]","[2766, 666, 2816, 709]",1.0
land,ter-000420-prv-000001,ter-000420,#ac6ced,22.43,32.15,2767.43,775.15,"[0, 6, 40, 60]","[2745, 749, 2785, 803]",1.0
land,ter-000420-prv-000002,ter-000420,#c306bb,52.31,40.26,2797.31,783.26,"[34, 25, 72, 54]","[2779, 768, 2817, 797]",1.0
land,ter-000420-prv-000003,ter-000420,#90753e,59.06,13.95,2804.06,756.95,"[31, 0, 86, 30]","[2776, 743, 2831, 773]",1.0
land,ter-000420-prv-000004,ter-000420,#a871a8,57.17,67.04,2802.17,810.04,"[28, 54, 81, 88]","[2773, 797, 2826, 831]",1.0
land,ter-000420-prv-000005,ter-000420,#c7354a,82.42,46.3,2827.42,789.3,"[67, 19, 102, 78]","[2812, 762, 2847, 821]",1.0
land,ter-000421-prv-000001,ter-000421,#0ae29b,31.24,59.99,2815.24,655.99,"[6, 40, 56, 84]","[2790, 636, 2840, 680]",1.0
land,ter-000421-prv-000002,ter-000421,#a1a6cc,27.31,30.7,2811.31,626.7,"[0, 8, 52, 52]","[2784, 604, 2836, 648]",1.0
land,ter-000421-prv-000003,ter-000421,#2e4330,74.05,49.68,2858.05,645.68,"[52, 31, 95, 68]","[2836, 627, 2879, 664]",1.0
land,ter-000421-prv-000004,ter-000421,#6a4a6e,52.96,84.21,2836.96,680.21,"[31, 62, 71, 103]","[2815, 658, 2855, 699]",1.0
land,ter-000421-prv-000005,ter-000421,#3f063c,80.31,79.25,2864.31,675.25,"[65, 63, 94, 98]","[2849, 659, 2878, 694]",1.0
land,ter-000421-prv-000006,ter-000421,#7d3cd4,71.55,18.49,2855.55,614.49,"[46, 0, 97, 40]","[2830, 596, 2881, 636]",1.0
land,ter-000422-prv-000001,ter-000422,#34501a,62.72,82.66,2938.72,675.66,"[43, 62, 85, 100]","[2919, 655, 2961, 693]",1.0
land,ter-000422-prv-000002,ter-000422,#272781,48.62,48.69,2924.62,641.69,"[19, 3, 73, 83]","[2895, 596, 2949, 676]",1.0
land,ter-000422-prv-000003,ter-000422,#b1eddc,20.39,84.29,2896.39,677.29,"[0, 63, 44, 104]","[2876, 656, 2920, 697]",1.0
land,ter-000422-prv-000004,ter-000422,#3a0395,47.0,20.0,2923.0,613.0,"[47, 20, 48, 21]","[2923, 613, 2924, 614]",1.0
land,ter-000422-prv-000005,ter-000422,#4162e6,26.84,26.78,2902.84,619.78,"[2, 0, 71, 64]","[2878, 593, 2947, 657]",1.0
land,ter-000423-prv-000001,ter-000423,#f1dd29,37.15,18.16,2855.15,708.16,"[13, 0, 60, 42]","[2831, 690, 2878, 732]",1.0
land,ter-000423-prv-000002,ter-000423,#800896,22.48,49.01,2840.48,739.01,"[0, 23, 47, 77]","[2818, 713, 2865, 767]",1.0
land,ter-000423-prv-000003,ter-000423,#d770da,67.74,64.17,2885.74,754.17,"[44, 43, 87, 95]","[2862, 733, 2905, 785]",1.0
land,ter-000423-prv-000004,ter-000423,#d9a5dc,42.37,81.5,2860.37,771.5,"[16, 58, 75, 98]","[2834, 748, 2893, 788]",1.0
land,ter-000423-prv-000005,ter-000423,#edfa7d,65.69,24.83,2883.69,714.83,"[47, 1, 81, 44]","[2865, 691, 2899, 734]",1.0
land,ter-000424-prv-000001,ter-000424,#54ab26,51.39,16.76,2867.39,801.76,"[23, 0, 79, 45]","[2839, 785, 2895, 830]",1.0
land,ter-000424-prv-000002,ter-000424,#3303ed,58.06,69.45,2874.06,854.45,"[32, 45, 80, 92]","[2848, 830, 2896, 877]",1.0
land,ter-000424-prv-000003,ter-000424,#9fea5d,77.72,30.22,2893.72,815.22,"[58, 0, 98, 50]","[2874, 785, 2914, 835]",1.0
land,ter-000424-prv-000004,ter-000424,#60edbf,28.33,43.87,2844.33,828.87,"[0, 14, 57, 72]","[2816, 799, 2873, 857]",1.0
land,ter-000424-prv-000005,ter-000424,#fd5e68,86.59,63.64,2902.59,848.64,"[68, 45, 106, 86]","[2884, 830, 2922, 871]",1.0
land,ter-000425-prv-000001,ter-000425,#0cf261,52.34,49.74,2950.34,817.74,"[37, 26, 77, 75]","[2935, 794, 2975, 843]",1.0
land,ter-000425-prv-000002,ter-000425,#2c94b8,75.67,27.78,2973.67,795.78,"[53, 0, 105, 54]","[2951, 768, 3003, 822]",1.0
land,ter-000425-prv-000003,ter-000425,#363faf,29.89,16.8,2927.89,784.8,"[0, 0, 60, 36]","[2898, 768, 2958, 804]",1.0
land,ter-000425-prv-000004,ter-000425,#43239e,24.33,54.87,2922.33,822.87,"[5, 29, 40, 87]","[2903, 797, 2938, 855]",1.0
land,ter-000426-prv-000001,ter-000426,#c0684a,56.24,23.77,2950.24,707.77,"[38, 0, 77, 45]","[2932, 684, 2971, 729]",1.0
land,ter-000426-prv-000002,ter-000426,#0b94d5,22.27,27.52,2916.27,711.52,"[0, 5, 42, 47]","[2894, 689, 2936, 731]",1.0
land,ter-000426-prv-000003,ter-000426,#58a3ce,56.1,63.42,2950.1,747.42,"[37, 44, 78, 87]","[2931, 728, 2972, 771]",1.0
land,ter-000426-prv-000004,ter-000426,#bc4491,22.92,66.49,2916.92,750.49,"[5, 47, 41, 89]","[2899, 731, 2935, 773]",1.0
land,ter-000427-prv-000001,ter-000427,#b00d93,21.34,36.72,2700.34,738.72,"[0, 11, 45, 64]","[2679, 713, 2724, 766]",1.0
land,ter-000427-prv-000002,ter-000427,#615d01,49.72,20.49,2728.72,722.49,"[23, 0, 74, 41]","[2702, 702, 2753, 743]",1.0
land,ter-000427-prv-000003,ter-000427,#ba8b69,60.77,54.9,2739.77,756.9,"[36, 30, 83, 83]","[2715, 732, 2762, 785]",1.0
land,ter-000428-prv-000001,ter-000428,#388687,12.77,5.8,3334.77,624.8,"[0, 0, 27, 13]","[3322, 619, 3349, 632]",1.132283464566929
land,ter-000429-prv-000001,ter-000429,#fbba66,10.39,10.9,3377.39,641.9,"[0, 0, 22, 25]","[3367, 631, 3389, 656]",1.0
land,ter-000430-prv-000001,ter-000430,#a962b2,18.03,11.57,4906.03,644.57,"[0, 0, 37, 28]","[4888, 633, 4925, 661]",0.7890625
ocean,ter-000431-prv-000001,ter-000431,#062f84,13.95,5.64,4880.95,644.64,"[0, 0, 27, 14]","[4867, 639, 4894, 653]",0.58515625
land,ter-000432-prv-000001,ter-000432,#4558b1,77.0,58.39,4052.0,820.39,"[56, 39, 95, 83]","[4031, 801, 4070, 845]",1.0
land,ter-000432-prv-000002,ter-000432,#adec35,49.49,71.54,4024.49,833.54,"[30, 48, 71, 92]","[4005, 810, 4046, 854]",1.0
land,ter-000432-prv-000003,ter-000432,#5815da,17.81,61.11,3992.81,823.11,"[0, 39, 40, 83]","[3975, 801, 4015, 845]",1.0
land,ter-000432-prv-000004,ter-000432,#95f2ff,66.09,29.06,4041.09,791.06,"[47, 6, 92, 51]","[4022, 768, 4067, 813]",1.0
land,ter-000432-prv-000005,ter-000432,#0d8a73,29.08,25.28,4004.08,787.28,"[4, 0, 52, 50]","[3979, 762, 4027, 812]",1.0
land,ter-000433-prv-000001,ter-000433,#3e9f0a,75.39,27.84,4002.39,711.84,"[58, 2, 92, 52]","[3985, 686, 4019, 736]",1.0
land,ter-000433-prv-000002,ter-000433,#a9b6d0,65.42,67.52,3992.42,751.52,"[42, 45, 89, 94]","[3969, 729, 4016, 778]",1.0
land,ter-000433-prv-000003,ter-000433,#8fede8,48.87,30.33,3975.87,714.33,"[29, 0, 64, 52]","[3956, 684, 3991, 736]",1.0
land,ter-000433-prv-000004,ter-000433,#47ddb4,29.36,57.88,3956.36,741.88,"[0, 36, 48, 81]","[3927, 720, 3975, 765]",1.0
land,ter-000434-prv-000001,ter-000434,#9dad22,72.3,51.55,3959.3,786.55,"[45, 26, 94, 71]","[3932, 761, 3981, 806]",1.0
land,ter-000434-prv-000002,ter-000434,#7ec496,42.29,26.8,3929.29,761.8,"[6, 0, 70, 60]","[3893, 735, 3957, 795]",1.0
land,ter-000434-prv-000003,ter-000434,#a14cf6,34.31,83.37,3921.31,818.37,"[0, 60, 61, 114]","[3887, 795, 3948, 849]",1.0
land,ter-000434-prv-000004,ter-000434,#455783,20.0,72.0,3907.0,807.0,"[20, 72, 21, 73]","[3907, 807, 3908, 808]",1.0
land,ter-000434-prv-000005,ter-000434,#6a0645,75.27,86.98,3962.27,821.98,"[58, 70, 90, 110]","[3945, 805, 3977, 845]",1.0
land,ter-000435-prv-000001,ter-000435,#05915e,34.14,80.63,3988.14,918.63,"[9, 60, 63, 105]","[3963, 898, 4017, 943]",1.0
land,ter-000435-prv-000002,ter-000435,#d9adee,43.05,45.18,3997.05,883.18,"[24, 25, 63, 63]","[3978, 863, 4017, 901]",1.0
land,ter-000435-prv-000003,ter-000435,#99cb47,14.44,38.41,3968.44,876.41,"[0, 11, 31, 67]","[3954, 849, 3985, 905]",1.0
land,ter-000435-prv-000004,ter-000435,#28e17f,31.28,13.91,3985.28,851.91,"[3, 0, 57, 30]","[3957, 838, 4011, 868]",1.0
land,ter-000435-prv-000005,ter-000435,#76c0f3,71.28,66.54,4025.28,904.54,"[50, 46, 90, 92]","[4004, 884, 4044, 930]",1.0
land,ter-000435-prv-000006,ter-000435,#6d63df,68.9,28.59,4022.9,866.59,"[51, 10, 87, 47]","[4005, 848, 4041, 885]",1.0
land,ter-000436-prv-000001,ter-000436,#cb9b70,59.1,62.48,4031.1,680.48,"[40, 44, 86, 85]","[4012, 662, 4058, 703]",1.0
land,ter-000436-prv-000002,ter-000436,#8f80a3,30.2,57.6,4002.2,675.6,"[11, 38, 47, 80]","[3983, 656, 4019, 698]",1.0
land,ter-000436-prv-000003,ter-000436,#1d6123,61.58,26.18,4033.58,644.18,"[42, 0, 90, 49]","[4014, 618, 4062, 667]",1.0
land,ter-000436-prv-000004,ter-000436,#765164,21.61,26.63,3993.61,644.63,"[0, 11, 42, 45]","[3972, 629, 4014, 663]",1.0
land,ter-000437-prv-000001,ter-000437,#f11760,66.03,60.92,4131.03,800.92,"[45, 42, 83, 85]","[4110, 782, 4148, 825]",1.0
land,ter-000437-prv-000002,ter-000437,#848a68,49.16,86.15,4114.16,826.15,"[22, 65, 75, 108]","[4087, 805, 4140, 848]",1.0
land,ter-000437-prv-000003,ter-000437,#446179,38.2,42.87,4103.2,782.87,"[12, 29, 63, 66]","[4077, 769, 4128, 806]",1.0
land,ter-000437-prv-000004,ter-000437,#7d42a5,72.47,24.31,4137.47,764.31,"[56, 3, 94, 45]","[4121, 743, 4159, 785]",1.0
land,ter-000437-prv-000005,ter-000437,#4e9121,16.33,62.3,4081.33,802.3,"[0, 32, 39, 90]","[4065, 772, 4104, 830]",1.0
land,ter-000437-prv-000006,ter-000437,#382b26,41.13,17.17,4106.13,757.17,"[15, 0, 61, 31]","[4080, 740, 4126, 771]",1.0
land,ter-000438-prv-000001,ter-000438,#b0d151,39.47,78.31,4055.47,763.31,"[16, 55, 62, 99]","[4032, 740, 4078, 784]",1.0
land,ter-000438-prv-000002,ter-000438,#4d6453,25.03,34.03,4041.03,719.03,"[3, 12, 53, 57]","[4019, 697, 4069, 742]",1.0
land,ter-000438-prv-000003,ter-000438,#c5c4cc,63.27,58.51,4079.27,743.51,"[42, 38, 91, 85]","[4058, 723, 4107, 770]",1.0
land,ter-000438-prv-000004,ter-000438,#9fcfcb,13.03,60.69,4029.03,745.69,"[0, 37, 35, 84]","[4016, 722, 4051, 769]",1.0
land,ter-000438-prv-000005,ter-000438,#867789,43.34,16.59,4059.34,701.59,"[17, 0, 67, 39]","[4033, 685, 4083, 724]",1.0
land,ter-000439-prv-000001,ter-000439,#7a3fd7,22.05,31.83,4060.05,855.83,"[0, 0, 42, 56]","[4038, 824, 4080, 880]",1.0
land,ter-000439-prv-000002,ter-000439,#023d09,70.53,61.45,4108.53,885.45,"[51, 43, 96, 89]","[4089, 867, 4134, 913]",1.0
land,ter-000439-prv-000003,ter-000439,#43e6be,55.37,27.46,4093.37,851.46,"[38, 3, 79, 52]","[4076, 827, 4117, 876]",1.0
land,ter-000439-prv-000004,ter-000439,#5c8b4d,44.2,74.82,4082.2,898.82,"[26, 49, 66, 103]","[4064, 873, 4104, 927]",1.0
land,ter-000439-prv-000005,ter-000439,#eedcca,89.22,39.97,4127.22,863.97,"[72, 19, 111, 61]","[4110, 843, 4149, 885]",1.0
land,ter-000439-prv-000006,ter-000439,#899635,17.48,78.71,4055.48,902.71,"[0, 53, 35, 108]","[4038, 877, 4073, 932]",1.0
land,ter-000440-prv-000001,ter-000440,#1115f8,45.75,23.21,4176.75,779.21,"[17, 0, 77, 48]","[4148, 756, 4208, 804]",1.0
land,ter-000440-prv-000002,ter-000440,#afa091,24.6,56.49,4155.6,812.49,"[7, 30, 43, 76]","[4138, 786, 4174, 832]",1.0
land,ter-000440-prv-000003,ter-000440,#434783,57.23,63.06,4188.23,819.06,"[36, 41, 80, 88]","[4167, 797, 4211, 844]",1.0
land,ter-000440-prv-000004,ter-000440,#d0edca,22.17,91.22,4153.17,847.22,"[0, 76, 47, 112]","[4131, 832, 4178, 868]",1.0
land,ter-000441-prv-000001,ter-000441,#6e8171,28.84,52.41,4007.84,973.41,"[7, 36, 54, 75]","[3986, 957, 4033, 996]",1.0
land,ter-000441-prv-000002,ter-000441,#d2fa9f,45.47,73.9,4024.47,994.9,"[23, 52, 66, 93]","[4002, 973, 4045, 1014]",1.0
land,ter-000441-prv-000003,ter-000441,#12a0f0,69.95,29.5,4048.95,950.5,"[46, 0, 95, 58]","[4025, 921, 4074, 979]",1.0
land,ter-000441-prv-000004,ter-000441,#a7695d,27.14,24.95,4006.14,945.95,"[0, 4, 51, 43]","[3979, 925, 4030, 964]",1.0
land,ter-000441-prv-000005,ter-000441,#7f8771,49.42,105.76,4028.42,1026.76,"[31, 91, 73, 126]","[4010, 1012, 4052, 1047]",1.0
land,ter-000441-prv-000006,ter-000441,#86cfb3,73.48,77.16,4052.48,998.16,"[57, 56, 92, 106]","[4036, 977, 4071, 1027]",1.0
land,ter-000442-prv-000001,ter-000442,#8dc3c5,17.68,20.12,4864.68,662.12,"[0, 0, 36, 44]","[4847, 642, 4883, 686]",0.8500000000000001
land,ter-000443-prv-000001,ter-000443,#867773,14.48,39.79,3377.48,691.79,"[0, 8, 27, 65]","[3363, 660, 3390, 717]",1.0
land,ter-000443-prv-000002,ter-000443,#568007,41.0,24.26,3404.0,676.26,"[23, 0, 67, 55]","[3386, 652, 3430, 707]",1.0
land,ter-000444-prv-000001,ter-000444,#3f4492,6.86,6.8,3369.86,658.8,"[0, 0, 15, 14]","[3363, 652, 3378, 666]",0.579296875
land,ter-000445-prv-000001,ter-000445,#803e72,4.57,8.68,3367.57,672.68,"[0, 0, 10, 19]","[3363, 664, 3373, 683]",0.7
land,ter-000446-prv-000001,ter-000446,#778751,49.14,32.21,3126.14,738.21,"[29, 11, 74, 53]","[3106, 717, 3151, 759]",1.0
